Time,Set Spd,Phase
[sec],[mph],[#]
141.8,0.00,1
141.9,0.00,1
142,0.00,1
142.1,0.00,1
142.2,0.00,1
142.3,0.00,1
142.4,0.00,1
142.5,0.00,1
142.6,0.00,1
142.7,0.00,1
142.8,0.00,1
142.9,0.00,1
143,0.00,1
143.1,0.00,1
143.2,0.00,1
143.3,0.00,1
143.4,0.00,1
143.5,0.00,1
143.6,0.00,1
143.7,0.00,1
143.8,0.00,1
143.9,0.00,1
144,0.00,1
144.1,0.00,1
144.2,0.00,1
144.3,0.00,1
144.4,0.00,1
144.5,0.00,1
144.6,0.00,1
144.7,0.00,1
144.8,0.00,1
144.9,0.00,1
145,0.00,1
145.1,0.00,1
145.2,0.00,1
145.3,0.00,1
145.4,0.00,1
145.5,0.00,1
145.6,0.00,1
145.7,0.00,1
145.8,0.00,1
145.9,0.00,1
146,0.00,1
146.1,0.00,1
146.2,0.00,1
146.3,0.00,1
146.4,0.00,1
146.5,0.00,1
146.6,0.00,1
146.7,0.00,1
146.8,0.00,1
146.9,0.00,1
147,0.00,1
147.1,0.00,1
147.2,0.00,1
147.3,0.00,1
147.4,0.00,1
147.5,0.00,1
147.6,0.00,1
147.7,0.00,1
147.8,0.00,1
147.9,0.00,1
148,0.00,1
148.1,0.00,1
148.2,0.00,1
148.3,0.00,1
148.4,0.00,1
148.5,0.00,1
148.6,0.00,1
148.7,0.00,1
148.8,0.00,1
148.9,0.00,1
149,0.00,1
149.1,0.00,1
149.2,0.00,1
149.3,0.00,1
149.4,0.00,1
149.5,0.00,1
149.6,0.00,1
149.7,0.00,1
149.8,0.00,1
149.9,0.00,1
150,0.00,1
150.1,0.00,1
150.2,0.00,1
150.3,0.00,1
150.4,0.00,1
150.5,0.00,1
150.6,0.00,1
150.7,0.00,1
150.8,0.00,1
150.9,0.00,1
151,0.00,1
151.1,0.00,1
151.2,0.00,1
151.3,0.00,1
151.4,0.00,1
151.5,0.00,1
151.6,0.00,1
151.7,0.00,1
151.8,0.00,1
151.9,0.00,1
152,0.00,1
152.1,0.00,1
152.2,0.00,1
152.3,0.00,1
152.4,0.00,1
152.5,0.00,1
152.6,0.00,1
152.7,0.00,1
152.8,0.00,1
152.9,0.00,1
153,0.00,1
153.1,0.00,1
153.2,0.00,1
153.3,0.00,1
153.4,0.00,1
153.5,0.00,1
153.6,0.00,1
153.7,0.00,1
153.8,0.00,1
153.9,0.00,1
154,0.00,1
154.1,0.00,1
154.2,0.00,1
154.3,0.00,1
154.4,0.00,1
154.5,0.00,1
154.6,0.00,1
154.7,0.00,1
154.8,0.00,1
154.9,0.00,1
155,0.00,1
155.1,0.00,1
155.2,0.00,1
155.3,0.00,1
155.4,0.00,1
155.5,0.00,1
155.6,0.00,1
155.7,0.00,1
155.8,0.00,1
155.9,0.00,1
156,0.00,1
156.1,0.00,1
156.2,0.00,1
156.3,0.00,1
156.4,0.00,1
156.5,0.00,1
156.6,0.00,1
156.7,0.00,1
156.8,0.00,1
156.9,0.00,1
157,0.00,1
157.1,0.00,1
157.2,0.00,1
157.3,0.00,1
157.4,0.00,1
157.5,0.00,1
157.6,0.00,1
157.7,0.00,1
157.8,0.00,1
157.9,0.00,1
158,0.00,1
158.1,0.00,1
158.2,0.00,1
158.3,0.00,1
158.4,0.00,1
158.5,0.00,1
158.6,0.00,1
158.7,0.00,1
158.8,0.00,1
158.9,0.00,1
159,0.00,1
159.1,0.00,1
159.2,0.00,1
159.3,0.00,1
159.4,0.00,1
159.5,0.00,1
159.6,0.00,1
159.7,0.00,1
159.8,0.00,1
159.9,0.00,1
160,0.00,1
160.1,0.00,1
160.2,0.00,1
160.3,0.00,1
160.4,0.00,1
160.5,0.00,1
160.6,0.00,1
160.7,0.00,1
160.8,0.00,1
160.9,0.00,1
161,0.00,1
161.1,0.00,1
161.2,0.00,1
161.3,0.00,1
161.4,0.00,1
161.5,0.00,1
161.6,0.00,1
161.7,0.00,1
161.8,0.00,1
161.9,0.00,1
162,0.00,1
162.1,0.00,1
162.2,0.00,1
162.3,0.00,1
162.4,0.00,1
162.5,0.00,1
162.6,0.00,1
162.7,0.00,1
162.8,0.00,1
162.9,0.00,1
163,0.04,1
163.1,0.34,1
163.2,0.67,1
163.3,1.00,1
163.4,1.33,1
163.5,1.66,1
163.6,1.99,1
163.7,2.32,1
163.8,2.65,1
163.9,2.98,1
164,3.31,1
164.1,3.64,1
164.2,3.97,1
164.3,4.30,1
164.4,4.63,1
164.5,4.96,1
164.6,5.29,1
164.7,5.62,1
164.8,5.95,1
164.9,6.28,1
165,6.61,1
165.1,6.94,1
165.2,7.27,1
165.3,7.60,1
165.4,7.93,1
165.5,8.26,1
165.6,8.59,1
165.7,8.92,1
165.8,9.25,1
165.9,9.58,1
166,9.91,1
166.1,10.24,1
166.2,10.57,1
166.3,10.90,1
166.4,11.23,1
166.5,11.56,1
166.6,11.89,1
166.7,12.22,1
166.8,12.55,1
166.9,12.88,1
167,13.21,1
167.1,13.54,1
167.2,13.87,1
167.3,14.20,1
167.4,14.53,1
167.5,14.86,1
167.6,15.19,1
167.7,15.52,1
167.8,15.85,1
167.9,16.18,1
168,16.51,1
168.1,16.84,1
168.2,17.17,1
168.3,17.50,1
168.4,17.83,1
168.5,18.16,1
168.6,18.49,1
168.7,18.82,1
168.8,19.15,1
168.9,19.48,1
169,19.80,1
169.1,20.05,1
169.2,20.29,1
169.3,20.53,1
169.4,20.77,1
169.5,21.01,1
169.6,21.25,1
169.7,21.49,1
169.8,21.73,1
169.9,21.97,1
170,22.20,1
170.1,22.42,1
170.2,22.63,1
170.3,22.84,1
170.4,23.05,1
170.5,23.26,1
170.6,23.47,1
170.7,23.68,1
170.8,23.89,1
170.9,24.10,1
171,24.30,1
171.1,24.45,1
171.2,24.60,1
171.3,24.75,1
171.4,24.90,1
171.5,25.05,1
171.6,25.20,1
171.7,25.35,1
171.8,25.50,1
171.9,25.65,1
172,25.79,1
172.1,25.86,1
172.2,25.92,1
172.3,25.98,1
172.4,26.04,1
172.5,26.10,1
172.6,26.16,1
172.7,26.22,1
172.8,26.28,1
172.9,26.34,1
173,26.39,1
173.1,26.33,1
173.2,26.26,1
173.3,26.19,1
173.4,26.12,1
173.5,26.05,1
173.6,25.98,1
173.7,25.91,1
173.8,25.84,1
173.9,25.77,1
174,25.70,1
174.1,25.64,1
174.2,25.58,1
174.3,25.52,1
174.4,25.46,1
174.5,25.40,1
174.6,25.34,1
174.7,25.28,1
174.8,25.22,1
174.9,25.16,1
175,25.10,1
175.1,25.06,1
175.2,25.02,1
175.3,24.98,1
175.4,24.94,1
175.5,24.90,1
175.6,24.86,1
175.7,24.82,1
175.8,24.78,1
175.9,24.74,1
176,24.71,1
176.1,24.73,1
176.2,24.76,1
176.3,24.79,1
176.4,24.82,1
176.5,24.85,1
176.6,24.88,1
176.7,24.91,1
176.8,24.94,1
176.9,24.97,1
177,25.00,1
177.1,25.02,1
177.2,25.04,1
177.3,25.06,1
177.4,25.08,1
177.5,25.10,1
177.6,25.12,1
177.7,25.14,1
177.8,25.16,1
177.9,25.18,1
178,25.20,1
178.1,25.22,1
178.2,25.24,1
178.3,25.26,1
178.4,25.28,1
178.5,25.30,1
178.6,25.32,1
178.7,25.34,1
178.8,25.36,1
178.9,25.38,1
179,25.40,1
179.1,25.44,1
179.2,25.48,1
179.3,25.52,1
179.4,25.56,1
179.5,25.60,1
179.6,25.64,1
179.7,25.68,1
179.8,25.72,1
179.9,25.76,1
180,25.81,1
180.1,25.94,1
180.2,26.08,1
180.3,26.22,1
180.4,26.36,1
180.5,26.50,1
180.6,26.64,1
180.7,26.78,1
180.8,26.92,1
180.9,27.06,1
181,27.18,1
181.1,27.13,1
181.2,27.06,1
181.3,26.99,1
181.4,26.92,1
181.5,26.85,1
181.6,26.78,1
181.7,26.71,1
181.8,26.64,1
181.9,26.57,1
182,26.48,1
182.1,26.24,1
182.2,25.99,1
182.3,25.74,1
182.4,25.49,1
182.5,25.24,1
182.6,24.99,1
182.7,24.74,1
182.8,24.49,1
182.9,24.24,1
183,24.01,1
183.1,23.87,1
183.2,23.74,1
183.3,23.61,1
183.4,23.48,1
183.5,23.35,1
183.6,23.22,1
183.7,23.09,1
183.8,22.96,1
183.9,22.83,1
184,22.67,1
184.1,22.36,1
184.2,22.03,1
184.3,21.70,1
184.4,21.37,1
184.5,21.04,1
184.6,20.71,1
184.7,20.38,1
184.8,20.05,1
184.9,19.72,1
185,19.41,1
185.1,19.22,1
185.2,19.05,1
185.3,18.88,1
185.4,18.71,1
185.5,18.54,1
185.6,18.37,1
185.7,18.20,1
185.8,18.03,1
185.9,17.86,1
186,17.71,1
186.1,17.65,1
186.2,17.60,1
186.3,17.55,1
186.4,17.50,1
186.5,17.45,1
186.6,17.40,1
186.7,17.35,1
186.8,17.30,1
186.9,17.25,1
187,17.22,1
187.1,17.29,1
187.2,17.38,1
187.3,17.47,1
187.4,17.56,1
187.5,17.65,1
187.6,17.74,1
187.7,17.83,1
187.8,17.92,1
187.9,18.01,1
188,18.10,1
188.1,18.15,1
188.2,18.20,1
188.3,18.25,1
188.4,18.30,1
188.5,18.35,1
188.6,18.40,1
188.7,18.45,1
188.8,18.50,1
188.9,18.55,1
189,18.61,1
189.1,18.74,1
189.2,18.88,1
189.3,19.02,1
189.4,19.16,1
189.5,19.30,1
189.6,19.44,1
189.7,19.58,1
189.8,19.72,1
189.9,19.86,1
190,20.01,1
190.1,20.23,1
190.2,20.45,1
190.3,20.67,1
190.4,20.89,1
190.5,21.11,1
190.6,21.33,1
190.7,21.55,1
190.8,21.77,1
190.9,21.99,1
191,22.21,1
191.1,22.44,1
191.2,22.67,1
191.3,22.90,1
191.4,23.13,1
191.5,23.36,1
191.6,23.59,1
191.7,23.82,1
191.8,24.05,1
191.9,24.28,1
192,24.51,1
192.1,24.79,1
192.2,25.07,1
192.3,25.35,1
192.4,25.63,1
192.5,25.91,1
192.6,26.19,1
192.7,26.47,1
192.8,26.75,1
192.9,27.03,1
193,27.31,1
193.1,27.63,1
193.2,27.95,1
193.3,28.27,1
193.4,28.59,1
193.5,28.91,1
193.6,29.23,1
193.7,29.55,1
193.8,29.87,1
193.9,30.19,1
194,30.51,1
194.1,30.81,1
194.2,31.11,1
194.3,31.41,1
194.4,31.71,1
194.5,32.01,1
194.6,32.31,1
194.7,32.61,1
194.8,32.91,1
194.9,33.21,1
195,33.51,1
195.1,33.78,1
195.2,34.05,1
195.3,34.32,1
195.4,34.59,1
195.5,34.86,1
195.6,35.13,1
195.7,35.40,1
195.8,35.67,1
195.9,35.94,1
196,36.19,1
196.1,36.31,1
196.2,36.42,1
196.3,36.53,1
196.4,36.64,1
196.5,36.75,1
196.6,36.86,1
196.7,36.97,1
196.8,37.08,1
196.9,37.19,1
197,37.31,1
197.1,37.51,1
197.2,37.71,1
197.3,37.91,1
197.4,38.11,1
197.5,38.31,1
197.6,38.51,1
197.7,38.71,1
197.8,38.91,1
197.9,39.11,1
198,39.30,1
198.1,39.42,1
198.2,39.54,1
198.3,39.66,1
198.4,39.78,1
198.5,39.90,1
198.6,40.02,1
198.7,40.14,1
198.8,40.26,1
198.9,40.38,1
199,40.51,1
199.1,40.66,1
199.2,40.83,1
199.3,40.99,1
199.4,41.15,1
199.5,41.31,1
199.6,41.47,1
199.7,41.63,1
199.8,41.79,1
199.9,41.95,1
200,42.10,1
200.1,42.24,1
200.2,42.38,1
200.3,42.52,1
200.4,42.66,1
200.5,42.80,1
200.6,42.94,1
200.7,43.08,1
200.8,43.22,1
200.9,43.36,1
201,43.51,1
201.1,43.67,1
201.2,43.83,1
201.3,43.99,1
201.4,44.15,1
201.5,44.31,1
201.6,44.47,1
201.7,44.63,1
201.8,44.79,1
201.9,44.95,1
202,45.10,1
202.1,45.19,1
202.2,45.28,1
202.3,45.37,1
202.4,45.46,1
202.5,45.55,1
202.6,45.64,1
202.7,45.73,1
202.8,45.82,1
202.9,45.91,1
203,46.00,1
203.1,46.08,1
203.2,46.16,1
203.3,46.24,1
203.4,46.32,1
203.5,46.40,1
203.6,46.48,1
203.7,46.56,1
203.8,46.64,1
203.9,46.72,1
204,46.80,1
204.1,46.87,1
204.2,46.94,1
204.3,47.01,1
204.4,47.08,1
204.5,47.15,1
204.6,47.22,1
204.7,47.29,1
204.8,47.36,1
204.9,47.43,1
205,47.49,1
205.1,47.50,1
205.2,47.50,1
205.3,47.50,1
205.4,47.50,1
205.5,47.50,1
205.6,47.50,1
205.7,47.50,1
205.8,47.50,1
205.9,47.50,1
206,47.50,1
206.1,47.48,1
206.2,47.46,1
206.3,47.44,1
206.4,47.42,1
206.5,47.40,1
206.6,47.38,1
206.7,47.36,1
206.8,47.34,1
206.9,47.32,1
207,47.30,1
207.1,47.29,1
207.2,47.28,1
207.3,47.27,1
207.4,47.26,1
207.5,47.25,1
207.6,47.24,1
207.7,47.23,1
207.8,47.22,1
207.9,47.21,1
208,47.20,1
208.1,47.18,1
208.2,47.16,1
208.3,47.14,1
208.4,47.12,1
208.5,47.10,1
208.6,47.08,1
208.7,47.06,1
208.8,47.04,1
208.9,47.02,1
209,47.00,1
209.1,47.00,1
209.2,47.00,1
209.3,47.00,1
209.4,47.00,1
209.5,47.00,1
209.6,47.00,1
209.7,47.00,1
209.8,47.00,1
209.9,47.00,1
210,47.00,1
210.1,47.00,1
210.2,47.00,1
210.3,47.00,1
210.4,47.00,1
210.5,47.00,1
210.6,47.00,1
210.7,47.00,1
210.8,47.00,1
210.9,47.00,1
211,47.00,1
211.1,47.00,1
211.2,47.00,1
211.3,47.00,1
211.4,47.00,1
211.5,47.00,1
211.6,47.00,1
211.7,47.00,1
211.8,47.00,1
211.9,47.00,1
212,47.00,1
212.1,47.00,1
212.2,47.00,1
212.3,47.00,1
212.4,47.00,1
212.5,47.00,1
212.6,47.00,1
212.7,47.00,1
212.8,47.00,1
212.9,47.00,1
213,47.00,1
213.1,47.02,1
213.2,47.04,1
213.3,47.06,1
213.4,47.08,1
213.5,47.10,1
213.6,47.12,1
213.7,47.14,1
213.8,47.16,1
213.9,47.18,1
214,47.20,1
214.1,47.22,1
214.2,47.24,1
214.3,47.26,1
214.4,47.28,1
214.5,47.30,1
214.6,47.32,1
214.7,47.34,1
214.8,47.36,1
214.9,47.38,1
215,47.40,1
215.1,47.45,1
215.2,47.50,1
215.3,47.55,1
215.4,47.60,1
215.5,47.65,1
215.6,47.70,1
215.7,47.75,1
215.8,47.80,1
215.9,47.85,1
216,47.90,1
216.1,47.96,1
216.2,48.02,1
216.3,48.08,1
216.4,48.14,1
216.5,48.20,1
216.6,48.26,1
216.7,48.32,1
216.8,48.38,1
216.9,48.44,1
217,48.50,1
217.1,48.56,1
217.2,48.62,1
217.3,48.68,1
217.4,48.74,1
217.5,48.80,1
217.6,48.86,1
217.7,48.92,1
217.8,48.98,1
217.9,49.04,1
218,49.10,1
218.1,49.14,1
218.2,49.18,1
218.3,49.22,1
218.4,49.26,1
218.5,49.30,1
218.6,49.34,1
218.7,49.38,1
218.8,49.42,1
218.9,49.46,1
219,49.50,1
219.1,49.55,1
219.2,49.60,1
219.3,49.65,1
219.4,49.70,1
219.5,49.75,1
219.6,49.80,1
219.7,49.85,1
219.8,49.90,1
219.9,49.95,1
220,50.00,1
220.1,50.06,1
220.2,50.12,1
220.3,50.18,1
220.4,50.24,1
220.5,50.30,1
220.6,50.36,1
220.7,50.42,1
220.8,50.48,1
220.9,50.54,1
221,50.60,1
221.1,50.64,1
221.2,50.68,1
221.3,50.72,1
221.4,50.76,1
221.5,50.80,1
221.6,50.84,1
221.7,50.88,1
221.8,50.92,1
221.9,50.96,1
222,51.00,1
222.1,51.05,1
222.2,51.10,1
222.3,51.15,1
222.4,51.20,1
222.5,51.25,1
222.6,51.30,1
222.7,51.35,1
222.8,51.40,1
222.9,51.45,1
223,51.50,1
223.1,51.57,1
223.2,51.64,1
223.3,51.71,1
223.4,51.78,1
223.5,51.85,1
223.6,51.92,1
223.7,51.99,1
223.8,52.06,1
223.9,52.13,1
224,52.21,1
224.1,52.30,1
224.2,52.40,1
224.3,52.50,1
224.4,52.60,1
224.5,52.70,1
224.6,52.80,1
224.7,52.90,1
224.8,53.00,1
224.9,53.10,1
225,53.20,1
225.1,53.29,1
225.2,53.38,1
225.3,53.47,1
225.4,53.56,1
225.5,53.65,1
225.6,53.74,1
225.7,53.83,1
225.8,53.92,1
225.9,54.01,1
226,54.10,1
226.1,54.15,1
226.2,54.20,1
226.3,54.25,1
226.4,54.30,1
226.5,54.35,1
226.6,54.40,1
226.7,54.45,1
226.8,54.50,1
226.9,54.55,1
227,54.60,1
227.1,54.63,1
227.2,54.66,1
227.3,54.69,1
227.4,54.72,1
227.5,54.75,1
227.6,54.78,1
227.7,54.81,1
227.8,54.84,1
227.9,54.87,1
228,54.90,1
228.1,54.91,1
228.2,54.92,1
228.3,54.93,1
228.4,54.94,1
228.5,54.95,1
228.6,54.96,1
228.7,54.97,1
228.8,54.98,1
228.9,54.99,1
229,55.00,1
229.1,54.99,1
229.2,54.98,1
229.3,54.97,1
229.4,54.96,1
229.5,54.95,1
229.6,54.94,1
229.7,54.93,1
229.8,54.92,1
229.9,54.91,1
230,54.90,1
230.1,54.87,1
230.2,54.84,1
230.3,54.81,1
230.4,54.78,1
230.5,54.75,1
230.6,54.72,1
230.7,54.69,1
230.8,54.66,1
230.9,54.63,1
231,54.60,1
231.1,54.60,1
231.2,54.60,1
231.3,54.60,1
231.4,54.60,1
231.5,54.60,1
231.6,54.60,1
231.7,54.60,1
231.8,54.60,1
231.9,54.60,1
232,54.60,1
232.1,54.62,1
232.2,54.64,1
232.3,54.66,1
232.4,54.68,1
232.5,54.70,1
232.6,54.72,1
232.7,54.74,1
232.8,54.76,1
232.9,54.78,1
233,54.80,1
233.1,54.83,1
233.2,54.86,1
233.3,54.89,1
233.4,54.92,1
233.5,54.95,1
233.6,54.98,1
233.7,55.01,1
233.8,55.04,1
233.9,55.07,1
234,55.10,1
234.1,55.14,1
234.2,55.18,1
234.3,55.22,1
234.4,55.26,1
234.5,55.30,1
234.6,55.34,1
234.7,55.38,1
234.8,55.42,1
234.9,55.46,1
235,55.50,1
235.1,55.52,1
235.2,55.54,1
235.3,55.56,1
235.4,55.58,1
235.5,55.60,1
235.6,55.62,1
235.7,55.64,1
235.8,55.66,1
235.9,55.68,1
236,55.70,1
236.1,55.74,1
236.2,55.78,1
236.3,55.82,1
236.4,55.86,1
236.5,55.90,1
236.6,55.94,1
236.7,55.98,1
236.8,56.02,1
236.9,56.06,1
237,56.10,1
237.1,56.12,1
237.2,56.14,1
237.3,56.16,1
237.4,56.18,1
237.5,56.20,1
237.6,56.22,1
237.7,56.24,1
237.8,56.26,1
237.9,56.28,1
238,56.30,1
238.1,56.33,1
238.2,56.36,1
238.3,56.39,1
238.4,56.42,1
238.5,56.45,1
238.6,56.48,1
238.7,56.51,1
238.8,56.54,1
238.9,56.57,1
239,56.60,1
239.1,56.61,1
239.2,56.62,1
239.3,56.63,1
239.4,56.64,1
239.5,56.65,1
239.6,56.66,1
239.7,56.67,1
239.8,56.68,1
239.9,56.69,1
240,56.70,1
240.1,56.70,1
240.2,56.70,1
240.3,56.70,1
240.4,56.70,1
240.5,56.70,1
240.6,56.70,1
240.7,56.70,1
240.8,56.70,1
240.9,56.70,1
241,56.70,1
241.1,56.68,1
241.2,56.66,1
241.3,56.64,1
241.4,56.62,1
241.5,56.60,1
241.6,56.58,1
241.7,56.56,1
241.8,56.54,1
241.9,56.52,1
242,56.50,1
242.1,56.50,1
242.2,56.50,1
242.3,56.50,1
242.4,56.50,1
242.5,56.50,1
242.6,56.50,1
242.7,56.50,1
242.8,56.50,1
242.9,56.50,1
243,56.50,1
243.1,56.50,1
243.2,56.50,1
243.3,56.50,1
243.4,56.50,1
243.5,56.50,1
243.6,56.50,1
243.7,56.50,1
243.8,56.50,1
243.9,56.50,1
244,56.50,1
244.1,56.50,1
244.2,56.50,1
244.3,56.50,1
244.4,56.50,1
244.5,56.50,1
244.6,56.50,1
244.7,56.50,1
244.8,56.50,1
244.9,56.50,1
245,56.50,1
245.1,56.50,1
245.2,56.50,1
245.3,56.50,1
245.4,56.50,1
245.5,56.50,1
245.6,56.50,1
245.7,56.50,1
245.8,56.50,1
245.9,56.50,1
246,56.50,1
246.1,56.50,1
246.2,56.50,1
246.3,56.50,1
246.4,56.50,1
246.5,56.50,1
246.6,56.50,1
246.7,56.50,1
246.8,56.50,1
246.9,56.50,1
247,56.50,1
247.1,56.49,1
247.2,56.48,1
247.3,56.47,1
247.4,56.46,1
247.5,56.45,1
247.6,56.44,1
247.7,56.43,1
247.8,56.42,1
247.9,56.41,1
248,56.40,1
248.1,56.37,1
248.2,56.34,1
248.3,56.31,1
248.4,56.28,1
248.5,56.25,1
248.6,56.22,1
248.7,56.19,1
248.8,56.16,1
248.9,56.13,1
249,56.10,1
249.1,56.07,1
249.2,56.04,1
249.3,56.01,1
249.4,55.98,1
249.5,55.95,1
249.6,55.92,1
249.7,55.89,1
249.8,55.86,1
249.9,55.83,1
250,55.79,1
250.1,55.73,1
250.2,55.66,1
250.3,55.59,1
250.4,55.52,1
250.5,55.45,1
250.6,55.38,1
250.7,55.31,1
250.8,55.24,1
250.9,55.17,1
251,55.10,1
251.1,55.05,1
251.2,55.00,1
251.3,54.95,1
251.4,54.90,1
251.5,54.85,1
251.6,54.80,1
251.7,54.75,1
251.8,54.70,1
251.9,54.65,1
252,54.60,1
252.1,54.56,1
252.2,54.52,1
252.3,54.48,1
252.4,54.44,1
252.5,54.40,1
252.6,54.36,1
252.7,54.32,1
252.8,54.28,1
252.9,54.24,1
253,54.20,1
253.1,54.18,1
253.2,54.16,1
253.3,54.14,1
253.4,54.12,1
253.5,54.10,1
253.6,54.08,1
253.7,54.06,1
253.8,54.04,1
253.9,54.02,1
254,54.00,1
254.1,53.97,1
254.2,53.94,1
254.3,53.91,1
254.4,53.88,1
254.5,53.85,1
254.6,53.82,1
254.7,53.79,1
254.8,53.76,1
254.9,53.73,1
255,53.70,1
255.1,53.69,1
255.2,53.68,1
255.3,53.67,1
255.4,53.66,1
255.5,53.65,1
255.6,53.64,1
255.7,53.63,1
255.8,53.62,1
255.9,53.61,1
256,53.60,1
256.1,53.63,1
256.2,53.66,1
256.3,53.69,1
256.4,53.72,1
256.5,53.75,1
256.6,53.78,1
256.7,53.81,1
256.8,53.84,1
256.9,53.87,1
257,53.90,1
257.1,53.91,1
257.2,53.92,1
257.3,53.93,1
257.4,53.94,1
257.5,53.95,1
257.6,53.96,1
257.7,53.97,1
257.8,53.98,1
257.9,53.99,1
258,54.00,1
258.1,54.01,1
258.2,54.02,1
258.3,54.03,1
258.4,54.04,1
258.5,54.05,1
258.6,54.06,1
258.7,54.07,1
258.8,54.08,1
258.9,54.09,1
259,54.10,1
259.1,54.10,1
259.2,54.10,1
259.3,54.10,1
259.4,54.10,1
259.5,54.10,1
259.6,54.10,1
259.7,54.10,1
259.8,54.10,1
259.9,54.10,1
260,54.10,1
260.1,54.07,1
260.2,54.04,1
260.3,54.01,1
260.4,53.98,1
260.5,53.95,1
260.6,53.92,1
260.7,53.89,1
260.8,53.86,1
260.9,53.83,1
261,53.80,1
261.1,53.76,1
261.2,53.72,1
261.3,53.68,1
261.4,53.64,1
261.5,53.60,1
261.6,53.56,1
261.7,53.52,1
261.8,53.48,1
261.9,53.44,1
262,53.40,1
262.1,53.36,1
262.2,53.32,1
262.3,53.28,1
262.4,53.24,1
262.5,53.20,1
262.6,53.16,1
262.7,53.12,1
262.8,53.08,1
262.9,53.04,1
263,53.00,1
263.1,52.96,1
263.2,52.92,1
263.3,52.88,1
263.4,52.84,1
263.5,52.80,1
263.6,52.76,1
263.7,52.72,1
263.8,52.68,1
263.9,52.64,1
264,52.60,1
264.1,52.55,1
264.2,52.50,1
264.3,52.45,1
264.4,52.40,1
264.5,52.35,1
264.6,52.30,1
264.7,52.25,1
264.8,52.20,1
264.9,52.15,1
265,52.11,1
265.1,52.13,1
265.2,52.16,1
265.3,52.19,1
265.4,52.22,1
265.5,52.25,1
265.6,52.28,1
265.7,52.31,1
265.8,52.34,1
265.9,52.37,1
266,52.39,1
266.1,52.36,1
266.2,52.32,1
266.3,52.28,1
266.4,52.24,1
266.5,52.20,1
266.6,52.16,1
266.7,52.12,1
266.8,52.08,1
266.9,52.04,1
267,52.00,1
267.1,51.99,1
267.2,51.98,1
267.3,51.97,1
267.4,51.96,1
267.5,51.95,1
267.6,51.94,1
267.7,51.93,1
267.8,51.92,1
267.9,51.91,1
268,51.90,1
268.1,51.88,1
268.2,51.86,1
268.3,51.84,1
268.4,51.82,1
268.5,51.80,1
268.6,51.78,1
268.7,51.76,1
268.8,51.74,1
268.9,51.72,1
269,51.70,1
269.1,51.68,1
269.2,51.66,1
269.3,51.64,1
269.4,51.62,1
269.5,51.60,1
269.6,51.58,1
269.7,51.56,1
269.8,51.54,1
269.9,51.52,1
270,51.50,1
270.1,51.51,1
270.2,51.52,1
270.3,51.53,1
270.4,51.54,1
270.5,51.55,1
270.6,51.56,1
270.7,51.57,1
270.8,51.58,1
270.9,51.59,1
271,51.60,1
271.1,51.62,1
271.2,51.64,1
271.3,51.66,1
271.4,51.68,1
271.5,51.70,1
271.6,51.72,1
271.7,51.74,1
271.8,51.76,1
271.9,51.78,1
272,51.80,1
272.1,51.83,1
272.2,51.86,1
272.3,51.89,1
272.4,51.92,1
272.5,51.95,1
272.6,51.98,1
272.7,52.01,1
272.8,52.04,1
272.9,52.07,1
273,52.10,1
273.1,52.14,1
273.2,52.18,1
273.3,52.22,1
273.4,52.26,1
273.5,52.30,1
273.6,52.34,1
273.7,52.38,1
273.8,52.42,1
273.9,52.46,1
274,52.50,1
274.1,52.55,1
274.2,52.60,1
274.3,52.65,1
274.4,52.70,1
274.5,52.75,1
274.6,52.80,1
274.7,52.85,1
274.8,52.90,1
274.9,52.95,1
275,53.00,1
275.1,53.05,1
275.2,53.10,1
275.3,53.15,1
275.4,53.20,1
275.5,53.25,1
275.6,53.30,1
275.7,53.35,1
275.8,53.40,1
275.9,53.45,1
276,53.50,1
276.1,53.55,1
276.2,53.60,1
276.3,53.65,1
276.4,53.70,1
276.5,53.75,1
276.6,53.80,1
276.7,53.85,1
276.8,53.90,1
276.9,53.95,1
277,54.01,1
277.1,54.09,1
277.2,54.18,1
277.3,54.27,1
277.4,54.36,1
277.5,54.45,1
277.6,54.54,1
277.7,54.63,1
277.8,54.72,1
277.9,54.81,1
278,54.90,1
278.1,54.95,1
278.2,55.00,1
278.3,55.05,1
278.4,55.10,1
278.5,55.15,1
278.6,55.20,1
278.7,55.25,1
278.8,55.30,1
278.9,55.35,1
279,55.40,1
279.1,55.42,1
279.2,55.44,1
279.3,55.46,1
279.4,55.48,1
279.5,55.50,1
279.6,55.52,1
279.7,55.54,1
279.8,55.56,1
279.9,55.58,1
280,55.60,1
280.1,55.64,1
280.2,55.68,1
280.3,55.72,1
280.4,55.76,1
280.5,55.80,1
280.6,55.84,1
280.7,55.88,1
280.8,55.92,1
280.9,55.96,1
281,56.00,1
281.1,56.00,1
281.2,56.00,1
281.3,56.00,1
281.4,56.00,1
281.5,56.00,1
281.6,56.00,1
281.7,56.00,1
281.8,56.00,1
281.9,56.00,1
282,56.00,1
282.1,55.98,1
282.2,55.96,1
282.3,55.94,1
282.4,55.92,1
282.5,55.90,1
282.6,55.88,1
282.7,55.86,1
282.8,55.84,1
282.9,55.82,1
283,55.79,1
283.1,55.74,1
283.2,55.68,1
283.3,55.62,1
283.4,55.56,1
283.5,55.50,1
283.6,55.44,1
283.7,55.38,1
283.8,55.32,1
283.9,55.26,1
284,55.20,1
284.1,55.13,1
284.2,55.06,1
284.3,54.99,1
